Axis,Voltage,Angle,Time
T,-8.0,-202.4,3.412
T,-8.0,-203.2,3.416
T,-8.0,-203.2,3.42
T,-8.0,-203.2,3.424
T,-8.0,-204.0,3.428
T,-8.0,-204.0,3.432
T,-8.0,-204.0,3.436
T,-8.0,-204.8,3.44
T,-8.0,-204.8,3.444
T,-8.0,-204.8,3.448
T,-8.0,-205.6,3.452
T,-8.0,-205.6,3.456
T,-8.0,-205.6,3.46
T,-8.0,-206.4,3.464
T,-8.0,-206.4,3.468
T,-8.0,-206.4,3.472
T,-8.0,-207.2,3.476
T,-8.0,-207.2,3.48
T,-8.0,-207.2,3.484
T,-8.0,-208.0,3.488
T,-8.0,-208.0,3.492
T,-8.0,-208.0,3.496
T,-8.0,-208.8,3.5
T,-8.0,-208.8,3.504
T,-8.0,-208.8,3.508
T,-8.0,-209.6,3.512
T,-8.0,-209.6,3.516
T,-8.0,-210.4,3.52
T,-8.0,-210.4,3.524
T,-8.0,-210.4,3.528
T,-8.0,-211.2,3.532
T,-8.0,-211.2,3.536
T,-8.0,-211.2,3.54
T,-8.0,-212.0,3.544
T,-8.0,-212.0,3.548
T,-8.0,-212.8,3.552
T,-8.0,-212.8,3.556
T,-8.0,-212.8,3.56
T,-8.0,-213.6,3.564
T,-8.0,-213.6,3.568
T,-8.0,-214.4,3.572
T,-8.0,-214.4,3.576
T,-8.0,-214.4,3.58
T,-8.0,-215.2,3.584
T,-8.0,-215.2,3.588
T,-8.0,-216.0,3.592
T,-8.0,-216.0,3.596
